"CatalogId","Catalog.Name","Category__c","Description","Id","ImageURL__c","IsNavigational","Is_Document__c","Is_Site__c","Learn_More__c","Name","NumberOfProducts","Page_Description__c","ParentCategoryId","ParentCategory.Name","Redirect_Page__c","SortOrder","WalterB2BStore_Language__c","WalterB2BStore_Language__r.Name","Website_URL__c"
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","","0ZG7A0000008VX9WAM","","true","false","false","","Services Aux Distributeurs","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VS3WAM","Ressources","Services_Aux_Distributeurs__c","9","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","","0ZG7A0000008VXDWA2","","true","false","false","","Programmes Clients","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VS3WAM","Ressources","Programmes_Clients__c","8","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","","0ZG7A0000008VXIWA2","","true","false","false","","Enregistrer Le Produit","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VS3WAM","Ressources","Enregistrer_Le_Produit__c","10","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","","0ZG7A0000008VXNWA2","","true","false","false","","Garantie","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VS3WAM","Ressources","Garantie__c","11","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VkiWAE","","true","false","false","","Abrasivos","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VcXWAU","Productos","","1","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VkqWAE","","true","false","false","","Limpieza","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VcXWAU","Productos","","2","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VkvWAE","","true","false","false","","Lubricant & Protectant","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VcXWAU","Productos","","3","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008Vl0WAE","","true","false","false","","Herramientas eléctricas","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VcXWAU","Productos","","4","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008Vl5WAE","","true","false","false","","EPP","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VcXWAU","Productos","","5","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlAWAU","","true","false","false","","Estampación","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VcXWAU","Productos","","6","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlBWAU","/assets/images/1.jpg","true","false","false","","Accesorios Automotrices","19","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkgWAE","Industria","Mercado_De_Accesorios_Automotrices__c","1","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlFWAU","","true","false","false","","Soldadura","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VcXWAU","Productos","","7","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlGWAU","/assets/images/2.jpg","true","false","false","","Construcción","19","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkgWAE","Industria","custom_construccin__c","2","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlHWAU","/assets/images/4.jpg","true","false","false","","Metafabricación","18","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkgWAE","Industria","custom_metafabricacin__c","4","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlKWAU","","true","false","false","","Otro","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VcXWAU","Productos","","8","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlLWAU","/assets/images/6.jpg","true","false","false","","Construcción Naval","19","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkgWAE","Industria","custom_construccin_naval__c","6","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlPWAU","/assets/images/3.jpg","true","false","false","","Alimentos Y Bebidas","19","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkgWAE","Industria","Alimentos_Y_Bebidas__c","3","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlUWAU","/assets/images/5.jpg","true","false","false","","Gas de petróleo","19","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkgWAE","Industria","custom_gas_de_petrleo__c","5","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlZWAU","/assets/images/7.jpg","true","false","false","","Transporte","19","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkgWAE","Industria","Transporte__c","7","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlaWAE","","true","false","false","","Aeroquímica","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkhWAE","Marcas","","1","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlbWAE","","true","false","false","","Allsteel","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkhWAE","Marcas","","3","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VleWAE","","true","false","false","","Alegro","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkhWAE","Marcas","","2","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VljWAE","","true","false","false","","Arcono","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkhWAE","Marcas","","4","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VloWAE","","true","false","false","","Drillco","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkhWAE","Marcas","","5","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VltWAE","","true","false","false","","Triunfo","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkhWAE","Marcas","","6","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VluWAE","","true","false","false","","Lista De Partes","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","Lista_De_Partes__c","3","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VlyWAE","","true","false","false","","Walter","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkhWAE","Marcas","","7","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008Vm3WAE","","true","false","false","","Certificaciones","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","Certificaciones__c","1","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008Vm8WAE","","true","false","false","","(M)HDS","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","M_HDS__c","2","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008Vm9WAE","","true","false","false","","Garantía","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","custom_garanta__c","12","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmDWAU","","true","false","false","","Fichas Técnicas","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","Lista_De_Partes__c","4","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmEWAU","","true","false","false","","Sitio De Marca","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VleWAE","Alegro","","2","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmIWAU","","true","false","false","","Artículos Y Guías","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","custom_artculos_y_guas__c","5","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmNWAU","","true","false","false","","e-Catálogo","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","custom_ecatlogo__c","6","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmSWAU","","true","false","false","","Hojas De Productos Y Folletos","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","Hojas_De_Productos_Y_Folletos__c","7","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmXWAU","","true","false","false","","Instrucciones De Seguridad","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","Instrucciones_De_Seguridad__c","8","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmYWAU","","true","false","false","","Registrar Producto","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","Registrar_Producto__c","11","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","Los discos de corte mundialmente reconocidos de Walter Surface Technologies establecen el estándar en la industria porque están diseñados para un corte rápido, libre y fresco. Lo que hace única a la línea de discos abrasivos de corte de Walter es que cada","0ZG7A0000008VmZWAU","","true","false","false","","Corte","23","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VkiWAE","Abrasivos","Corte__c","3","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmcWAE","","true","false","false","","Programas Para Clientes","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","Programas_Para_Clientes__c","9","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmhWAE","","true","false","false","","Servicios De Distribuidor","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VklWAE","Recursos","Servicios_De_Distribuidor__c","10","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmmWAE","","true","false","false","","Productos","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VlaWAE","Aeroquímica","","1","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmnWAE","","true","false","false","","Productos","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VljWAE","Arcono","","1","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmoWAE","","true","false","false","","Sitio De Marca","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VljWAE","Arcono","","2","a1Z7A000001Yc96UAC","ES",""
"0ZS7A0000008UVZWA2","Walter-ES_MX Catalog","","","0ZG7A0000008VmrWAE","","true","false","false","","Sitio De Marca","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VlaWAE","Aeroquímica","","2","a1Z7A000001Yc96UAC","ES",""
